,STOCK,SEC_SHORT_NAME,INFO_ID,PUBLISH_TIME,END_DATE,ORG_NAME
133,SZ000050,深天马A,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
134,SZ000858,五粮液,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
135,SH600566,济川药业,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
136,SH603589,口子窖,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
137,SZ300098,高新兴,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
138,SZ300017,网宿科技,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
139,SZ002273,水晶光电,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
140,SH600266,北京城建,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
141,SH600266,北京城建,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
142,SZ002273,水晶光电,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
143,SH600271,航天信息,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
144,SZ002493,荣盛石化,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
145,SH600231,凌钢股份,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
146,SH603355,莱克电气,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
147,SZ300097,智云股份,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
148,SZ000888,峨眉山A,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
149,SZ002179,中航光电,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
150,SH600566,济川药业,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
151,SH603589,口子窖,F000093,2017-10-08 00:00:00,2017-10-31,方正证券
152,SZ002027,分众传媒,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
153,SZ002027,分众传媒,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
154,SH600559,老白干酒,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
155,SH603355,莱克电气,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
156,SZ000049,德赛电池,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
157,SZ002027,分众传媒,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
158,SZ300207,欣旺达,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
159,SZ000568,泸州老窖,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
160,SZ002311,海大集团,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
161,SH603728,鸣志电器,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
162,SZ002027,分众传媒,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
163,SH600038,中直股份,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
164,SZ000425,徐工机械,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
165,SZ000425,徐工机械,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
166,SH600486,扬农化工,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
167,SZ000568,泸州老窖,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
168,SZ300098,高新兴,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
169,SZ000528,柳工,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
170,SZ002449,国星光电,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
171,SZ002223,鱼跃医疗,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
172,SH600048,保利地产,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
173,SH603899,晨光文具,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
174,SH600038,中直股份,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
175,SZ300037,新宙邦,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
176,SZ000488,晨鸣纸业,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
177,SH603096,新经典,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
178,SH603337,杰克股份,F000094,2017-11-01 00:00:00,2017-11-30,方正证券
179,SH600297,广汇汽车,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
180,SH600486,扬农化工,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
181,SH600588,用友网络,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
182,SH600566,济川药业,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
183,SZ000932,*ST华菱,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
184,SZ300166,东方国信,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
185,SZ000938,紫光股份,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
186,SH600038,中直股份,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
187,SH600581,八一钢铁,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
188,SZ300070,碧水源,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
189,SH600566,济川药业,F000095,2017-12-01 00:00:00,2017-12-31,方正证券
190,SZ300166,东方国信,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
191,SZ300070,碧水源,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
192,SH600566,济川药业,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
193,SH603589,口子窖,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
194,SZ300207,欣旺达,F000099,2018-03-31 00:00:00,2018-04-30,方正证券
195,SH600559,老白干酒,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
196,SH600285,羚锐制药,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
197,SZ002024,苏宁云商,F000097,2018-02-01 00:00:00,2018-02-28,方正证券
198,SH603337,杰克股份,F000096,2018-01-01 00:00:00,2018-01-31,方正证券
199,SH600486,扬农化工,F000098,2018-03-02 00:00:00,2018-03-31,方正证券
200,SH600486,扬农化工,F000123,2018-05-31 00:00:00,2018-06-30,方正证券
201,SH600271,航天信息,F000123,2018-05-31 00:00:00,2018-06-30,方正证券
202,SH603589,口子窖,F000123,2018-05-31 00:00:00,2018-06-30,方正证券
203,SZ300166,东方国信,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
204,SH600271,航天信息,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
205,SZ300568,星源材质,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
206,SH600486,扬农化工,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
207,SH603365,水星家纺,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
208,SZ300595,欧普康视,F000122,2018-05-01 00:00:00,2018-05-31,方正证券
209,SH603589,口子窖,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
210,SZ300037,新宙邦,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
211,SH600048,保利地产,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
212,SH603019,中科曙光,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
213,SH601233,桐昆股份,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
214,SH600031,三一重工,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
215,SH600050,中国联通,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
216,SH600426,华鲁恒升,F000123,2018-05-31 00:00:00,2018-06-30,方正证券
217,SH601318,中国平安,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
218,SH601318,中国平安,F000126,2018-08-31 00:00:00,2018-09-30,方正证券
219,SH603589,口子窖,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
220,SH600031,三一重工,F000124,2018-06-29 00:00:00,2018-07-31,方正证券
221,SH603589,口子窖,F000126,2018-08-31 00:00:00,2018-09-30,方正证券
222,SH600236,桂冠电力,F000126,2018-08-31 00:00:00,2018-09-30,方正证券
223,SH600426,华鲁恒升,F000125,2018-07-31 00:00:00,2018-08-31,方正证券
224,SH601139,深圳燃气,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
225,SH601318,中国平安,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
226,SH600030,中信证券,F000126,2018-08-31 00:00:00,2018-09-30,方正证券
227,SH600025,华能水电,F000128,2018-10-29 00:00:00,2018-11-30,方正证券
228,SH603799,华友钴业,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
229,SH600583,海油工程,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
230,SH600031,三一重工,F000128,2018-10-29 00:00:00,2018-11-30,方正证券
231,SH600588,用友网络,F000128,2018-10-29 00:00:00,2018-11-30,方正证券
232,SH603899,晨光文具,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
233,SH600038,中直股份,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
234,SZ300571,平治信息,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
235,SH600027,华电国际,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
236,SH601318,中国平安,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
237,SH600566,济川药业,F000128,2018-10-29 00:00:00,2018-11-30,方正证券
238,SZ000938,紫光股份,F000126,2018-08-31 00:00:00,2018-09-30,方正证券
239,SH601318,中国平安,F000128,2018-10-29 00:00:00,2018-11-30,方正证券
240,SH600027,华电国际,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
241,SZ300037,新宙邦,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
242,SZ300724,捷佳伟创,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
243,SH600048,保利地产,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
244,SZ300285,国瓷材料,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
245,SH600038,中直股份,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
246,SZ300546,雄帝科技,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
247,SZ300750,宁德时代,F000129,2018-12-01 00:00:00,2018-12-31,方正证券
248,SH601933,永辉超市,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
249,SH600009,上海机场,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
250,SH600588,用友网络,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
251,SH601966,玲珑轮胎,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
252,SZ300207,欣旺达,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
253,SZ300349,金卡智能,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
254,SH600031,三一重工,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
255,SH603589,口子窖,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
256,SZ300357,我武生物,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
257,SH600030,中信证券,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
258,SH600038,中直股份,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
259,SH601318,中国平安,F000132,2019-01-28 00:00:00,2019-02-28,方正证券
260,SH600030,中信证券,F000127,2018-09-28 00:00:00,2018-10-31,方正证券
261,SH600031,三一重工,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
262,SH600967,内蒙一机,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
263,SZ300316,晶盛机电,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
264,SH600373,中文传媒,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
265,SH601966,玲珑轮胎,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
266,SH603369,今世缘,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
267,SH601318,中国平安,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
268,SH603589,口子窖,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
269,SZ300357,我武生物,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
270,SH600967,内蒙一机,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
271,SH603589,口子窖,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
272,SH600030,中信证券,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
273,SZ300124,汇川技术,F000133,2019-03-04 00:00:00,2019-03-31,方正证券
274,SH600163,中闽能源,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
275,SH600031,三一重工,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
276,SZ300568,星源材质,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
277,SH603444,吉比特,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
278,SZ300760,迈瑞医疗,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
279,SZ300662,科锐国际,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
280,SZ300316,晶盛机电,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
281,SZ300673,佩蒂股份,F000134,2019-04-03 00:00:00,2019-04-30,方正证券
282,SH603899,晨光文具,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
283,SH600009,上海机场,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
284,SH600030,中信证券,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
285,SZ300357,我武生物,F000135,2019-06-03 00:00:00,2019-06-30,方正证券
286,SZ300751,迈为股份,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
287,SH600258,首旅酒店,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
288,SH603589,口子窖,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
289,SZ300357,我武生物,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
290,SH603899,晨光文具,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
291,SH601628,中国人寿,F000137,2019-08-03 00:00:00,2019-08-31,方正证券
292,SH600031,三一重工,F000131,2018-12-28 00:00:00,2019-01-31,方正证券
293,SZ300347,泰格医药,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
294,SH603659,璞泰来,F000137,2019-08-03 00:00:00,2019-08-31,方正证券
295,SZ300782,卓胜微,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
296,SH600030,中信证券,F000136,2019-07-04 00:00:00,2019-07-31,方正证券
297,SZ300474,景嘉微,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
298,SZ300474,景嘉微,F000137,2019-08-03 00:00:00,2019-08-31,方正证券
299,SH600030,中信证券,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
300,SH601966,玲珑轮胎,F000137,2019-08-03 00:00:00,2019-08-31,方正证券
301,SZ300782,卓胜微,F000137,2019-08-03 00:00:00,2019-08-31,方正证券
302,SH600027,华电国际,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
303,SH600741,华域汽车,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
304,SZ300529,健帆生物,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
305,SH601966,玲珑轮胎,F000138,2019-09-04 00:00:00,2019-09-30,方正证券
306,SH603589,口子窖,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
307,SZ300782,卓胜微,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
308,SH601100,恒立液压,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
309,SZ300012,华测检测,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
310,SH601628,中国人寿,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
311,SH600741,华域汽车,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
312,SH603899,晨光文具,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
313,SH603899,晨光文具,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
314,SH603605,珀莱雅,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
315,SZ300628,亿联网络,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
316,SZ300476,胜宏科技,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
317,SH601966,玲珑轮胎,F000139,2019-09-27 00:00:00,2019-10-31,方正证券
318,SH601966,玲珑轮胎,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
319,SZ300012,华测检测,F000140,2019-11-01 00:00:00,2019-11-30,方正证券
320,SH603589,口子窖,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
321,SH601628,中国人寿,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
322,SH601238,广汽集团,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
323,SH600031,三一重工,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
324,SZ300037,新宙邦,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
325,SH601336,新华保险,F000142,2020-01-01 00:00:00,2020-01-31,方正证券
326,SH600009,上海机场,F000141,2019-12-02 00:00:00,2019-12-31,方正证券
327,SH600031,三一重工,F000142,2020-01-01 00:00:00,2020-01-31,方正证券
